SAL_NAME21,street_percentage,rural_percentage,reserve_percentage,residential_percentage,weighted_street_pc,weighted_reserve_pc,weighted_rural_pc,weighted_resi_pc,total_coverage_pc,other_percentage,weighted_other_pc,distance
Balaclava,24.444204660043813,0,36.83372439409019,19.913106045690824,0.05871259433628542,0.003570079651810604,0,0.12188505322730381,0.21043467919579747,19.029507350960802,0.026266951980397638,6.834803124952752
Balwyn,37.27255925025016,0,49.63370503955418,28.10014131131587,0.07387896646201447,0.02117604149235981,0,0.20400878775757247,0.3034156381312324,13.141074782894544,0.004351842419285636,10.601527601122166
Balwyn North,27.37182427866709,0,37.01254008885422,29.490265124189886,0.0574883827233971,0.05293352688081506,0,0.18104360838579786,0.2999875622110651,25.78721115636553,0.008522044221055082,10.958976025964745
Bangholme,16.12136625749236,6.161230732188675,0,0,0.0072390168256487464,0,0.02955388650851421,0,0.0628658934122778,5.484181687030649,0.026072990078114842,31.840236375213365
Bayswater,18.594685789309217,13.31262726400895,34.15850743631722,24.848798094879008,0.032407250835239154,0.015719304480532364,0.0030749532053523593,0.09992257787639883,0.17959496900943736,8.031764195219296,0.028470882611914643,26.77077243589599
Bayswater North,31.849637669387675,0,56.42167309494612,36.583204392699976,0.045411156911950336,0.012341046906883757,0,0.15803378792760744,0.2695976162334215,13.33414054119636,0.053811624486979966,28.252995633929693
Beaconsfield,18.201298782457684,59.33544405921123,20.092884946770432,20.432771112495633,0.04399723526664639,0.005146671102245946,0.0016971280564712363,0.07237375384928225,0.31492310586761024,51.04119497558792,0.19170831759296442,44.719341898932655
Beaumaris,33.41281874060515,0,35.20808386681678,27.730271482356176,0.06741329603713568,0.029663846600656314,0,0.18670900785961414,0.2905668720079395,16.66666001405246,0.006780721510533377,19.80648204921743
Bellfield (Banyule - Vic.),10.5403911255615,0,34.78628619055676,10.091447097383318,0.022790063800960884,0.07022428755428711,0,0.04955973563426225,0.14748645888129705,5.4098810693614086,0.0049123718917867985,9.490565656638212
Bentleigh,21.229846078190366,0,25.158497115709654,22.53530642973212,0.04515861419767074,0.0095388194612843,0,0.15322138445547903,0.21425997521304427,9.12985098615792,0.006341157098610185,13.73706618376697
Bentleigh East,18.248727385621137,0,18.336830462985645,17.675729145539545,0.03587437337391853,0.006779755808975864,0,0.12232059600654527,0.17230651913014153,9.852548072658053,0.007331793940701855,15.067365693324257
