sa1,total_uhi_cov,uhi,sa2,ttl_cov,ttl_cov_a,ttl_area,CHG_FLAG21,SA2_CODE21,AREASQKM21,ttl_uhi_cov_a
20602111233,0.23594326357793327,7.57139946,206021112,0.20227119399947804,4693.9830974679135,23206.384481420653,0,206021112,0.0929,5475.390090390693
20602111234,0.20794626760335064,8.53648178,206021112,0.16227259852453735,5952.68777119895,36683.259067296196,0,206021112,0.1731,7628.146806571013
20602111235,0.1866961701193698,8.8927951,206021112,0.1121697840678982,3224.622557830644,28747.693370602618,0,206021112,0.1079,5367.084252057505
20602111236,0.19203331238058902,8.50792122,206021112,0.2409458886113136,4564.33343755078,18943.396228328347,0,206021112,0.0747,3637.763125463849
20602111237,0.18087771884269938,9.2315691,206021112,0.11971383950225728,2484.849481867306,20756.576618031308,0,206021112,0.0815,3754.402229653215
20602111238,0.14953708412317937,8.69192843,206021112,0.07075378273536849,2178.187067995333,30785.45038563003,0,206021112,0.1126,4603.566484085923
20602111239,0.15830647578872103,9.38044904,206021112,0.07938420901246822,2097.062066788869,26416.614750919805,0,206021112,0.0993,4181.921183486457
20602111240,0.12843145810104103,9.85952788,206021112,0.12893971971351578,5141.671543386943,39876.55281716872,0,206021112,0.3266,5121.403822352154
20602111241,0.19633685115158372,8.19772962,206021112,0.13041823242432898,2197.3333249050265,16848.359957492594,0,206021112,0.0663,3307.953941122527
20602111242,0.21388509591873683,8.46163826,206021112,0.2439288804690902,2486.1541093325204,10192.12692056592,0,206021112,0.0475,2179.9440440211815
20603111301,0.14704338127711622,9.12581569,206031113,0.1895949824755916,4240.811792102598,22367.74273627499,0,206031113,0.482,3289.0285234785306
20603111302,0.20423064468513158,8.5333086,206031113,0.21447255032988927,3633.775492775545,16942.846472363395,0,206031113,0.076,3460.2484578519834
20603111303,0.24119666539539053,8.93546228,206031113,0.1741200051156698,7295.77693289013,41900.854115203285,0,206031113,0.1562,10106.346289805759
20603111304,0.18414919746008546,10.03323101,206031113,0.11975599934309815,4744.008148301087,39613.94981732493,0,206031113,0.2107,7294.877067084485
20603111305,0.1976914711721162,9.10029531,206031113,0.125959371426556,6163.657470232153,48933.69505123356,0,206031113,0.241,9673.774164566064
20603111306,0.22036964017572103,9.07816598,206031113,0.21403296566136715,10626.068880794759,49646.87961950134,0,206031113,0.1907,10940.664997596848
20603111307,0.12293837013474654,9.05064292,206031113,0.18547626384190335,7129.296231784168,38437.78219438932,0,206031113,0.3255,4725.478294572605
20603111308,0.18401018377413572,9.42356867,206031113,0.10821821007104705,1531.1919168455227,14149.115161304828,0,206031113,0.0781,2603.5812810731113
20603111309,0.1559450411014337,9.64846785,206031113,0.09423274807674734,2013.6100311369719,21368.474041497742,0,206031113,0.0837,3332.3075626762848
20603111310,0.13501758101895006,9.01666119,206031113,0.05224934917598762,695.674399415507,13314.508417555946,0,206031113,0.0781,1797.6927189948526
20603111311,0.14855339887951807,8.85674641,206031113,0.19045459442235904,4838.5548266747355,25405.29327396839,0,206031113,0.1079,3774.0426653789636
20603111312,0.14783365295883055,10.27337421,206031113,0.0943334317369335,2261.502387989448,23973.49853969134,0,206031113,0.0838,3544.0898633257607
20603111313,0.20456992197284643,8.84634373,206031113,0.16234191688453709,3914.5670461470872,24113.10104790284,0,206031113,0.1068,4932.815199892846
20603111314,0.18676037019312683,9.3022947,206031113,0.17562234188597664,4671.671606680204,26600.667981715567,0,206031113,0.1033,4967.9505996496555
20603111315,0.18373633736705883,8.44574511,206031113,0.2941205017838175,4741.491369999989,16120.914187359333,0,206031113,0.068,2961.9977277940593
20603111316,0.22303325866571858,9.54163193,206031113,0.2541378059950982,3473.4243379970508,13667.48376691363,0,206031113,0.0668,3048.3034422955575
20603111317,0.1824668290215339,10.92640503,206031113,0.12568172662115729,2141.07381030111,17035.681064081444,0,206031113,0.0678,3108.4467039851315
20603111318,0.1675046873,11.13951894,206031113,0.11514560721268689,998.6477900134341,8672.9126207031,0,206031113,0.0494,1452.7535165110964
20603111319,0.14985797882056834,10.60976595,206031113,0.05842258528442822,790.1322830499885,13524.43201894025,0,206031113,0.0739,2026.7440470545641
20603111320,0.23490102581282052,10.00219836,206031113,0.25972960602887346,4883.977000909923,18804.082736594086,0,206031113,0.0819,4417.0983242951
20603111321,0.20644276730000002,10.37792765,206031113,0.13097270712561054,964.7494569089395,7366.03432945528,0,206031113,0.0584,1520.6645109995482
20603111322,0.1517703558061441,9.5777333,206031113,0.23833837939986835,5636.203167510717,23647.90421795505,0,206031113,0.0944,3589.0508372286536
20603111323,0.19481871994994784,9.46525351,206031113,0.3216448682689488,7868.39362937535,24462.985129288805,0,206031113,0.0959,4765.847449042654
20603111324,0.19478082819315587,8.83371545,206031113,0.11942913374431642,4541.445196919798,38026.27595576882,0,206031113,0.1315,7406.7895237661405
20603111325,0.22709612634878562,8.77817262,206031113,0.22142086410537049,6060.847843296899,27372.523667926085,0,206031113,0.0947,6216.194093376467
20603111326,0.18955224264551282,9.31169253,206031113,0.15926592417775412,2913.366974342373,18292.468959592457,0,206031113,0.0936,3467.378514814181
20603111327,0.2066168691414346,8.51687476,206031113,0.14369044032231246,3855.560249826318,26832.406116773665,0,206031113,0.1185,5544.0277433792535
20603111328,0.22870263939038313,9.37347371,206031113,0.19676138292348525,5023.570861501583,25531.284578616236,0,206031113,0.1279,5839.072170156519
20603111329,0.2185750850531814,11.8619179,206031113,0.14536788487545452,2436.9165945642744,16763.789310494052,0,206031113,0.1053,3664.146674354851
20603111330,0.18779667224033458,9.32035994,206031113,0.12914301285772328,1087.1867305966962,8418.471170364042,0,206031113,0.0538,1580.960871145562
20603111331,0.24207471420915208,9.78532634,206031113,0.317811532210767,7192.273259021557,22630.62390779378,0,206031113,0.0743,5478.301814853983
20603111332,0.2232768009644128,9.95490365,206031113,0.14681759223364277,1959.2418076043268,13344.734631572122,0,206031113,0.0562,2979.569658256435
20603111501,0.3290396614524158,7.92562654,206031115,0.43489773230374107,7637.036847388872,17560.53499505262,0,206031115,0.0683,5778.112489695415
20603111502,0.33139189593089174,8.45385148,206031115,0.3576018547863292,5456.137577933749,15257.576281850794,0,206031115,0.0628,5056.23713135274
20603111503,0.3022059212309524,7.6943583,206031115,0.3450591469317224,6693.3821930728745,19397.782242814472,0,206031115,0.0714,5862.124652527158
20603111504,0.2408975351320493,7.34828105,206031115,0.37353659479832724,7284.128795065423,19500.442249836677,0,206031115,0.0649,4697.6084719705295
20603111505,0.17328571618664343,8.79018287,206031115,0.18003036752818904,4692.782211502842,26066.614626935363,0,206031115,0.0861,4516.9719841897295
20603111508,0.19994950800527858,8.37788189,206031115,0.11017754716186237,3483.2641910590964,31615.00941695331,0,206031115,0.1023,6321.405578502064
20603111509,0.3315705906585366,9.08979177,206031115,0.33916207584902414,3914.8363819384813,11542.67136777741,0,206031115,0.0451,3827.210363191334
20603111510,0.26613627528854167,8.65661893,206031115,0.21078239781965308,3111.729670734803,14762.758669237748,0,206031115,0.0576,3928.9056052145625
20603111511,0.2666918861735618,9.31896404,206031115,0.27457730539069963,5508.904278588051,20063.217791249568,0,206031115,0.0817,5350.69739545931
20603111513,0.19951324337004833,8.27105706,206031115,0.16115464133889934,3781.184347232883,23463.08065233604,0,206031115,0.0828,4681.195320400593
20603111514,0.13209329938304432,9.78748377,206031115,0.10440399708157293,1016.1624024854718,9732.983706471734,0,206031115,0.0519,1285.661930629263
20603111515,0.2235696611014903,8.65590621,206031115,0.44408011171953315,7021.164027832251,15810.579763740005,0,206031115,0.0671,3534.7659595974333
20603111516,0.2771032619945055,9.64560256,206031115,0.42145807491289905,15441.52312640609,36638.33734730868,0,206031115,0.1638,10152.602792994354
20603111518,0.23909928571147962,7.59492007,206031115,0.051790049591687565,756.5011912485352,14607.076015813578,0,206031115,0.1176,3492.541441714312
20603111520,0.3138365629,6.42376554,206031115,0.4697610750010108,778.4593457432929,1657.1388886182576,0,206031115,0.0189,520.0707730518799
20603111521,0.35662723370000005,6.99234031,206031115,0.10244802467981666,131.81758631914272,1286.6776761300716,0,206031115,0.0158,458.864300301812
20603111522,0.18362981671398962,9.49634282,206031115,0.2789879199568742,3141.051436521081,11258.736353196306,0,206031115,0.0386,2067.4396929685695
20603111523,0.11286371652019951,8.5751782,206031115,0.09298532278156234,1430.443598719081,15383.541788411338,0,206031115,0.0401,1736.2436994839002
20603111524,0.3316615954329733,10.21692848,206031115,0.4623169742940928,8224.529622276224,17789.806733430407,0,206031115,0.1759,5900.19568365378
20603111601,0.20678443070792685,10.01410417,206031116,0.07943734744935509,1405.854754048356,17697.654808333726,0,206031116,0.082,3659.599474406694
20603111602,0.12853127123697083,9.87018675,206031116,0.10763053347692138,2695.180216985619,25041.037426089984,0,206031116,0.1063,3218.55637346791
20603111603,0.18279144694589894,9.7267506,206031116,0.1344318474466546,4028.383477896461,29965.990607210908,0,206031116,0.1207,5477.526782259299
20603111604,0.21311594609772924,9.90326944,206031116,0.1567364144159307,3420.7675990621483,21824.970360649397,0,206031116,0.1145,4651.249206964695
20603111606,0.21974357405893827,9.89569301,206031116,0.103483935051772,2135.05961778066,20631.79774437946,0,206031116,0.0923,4533.704975611083
20603111607,0.16097537723203642,8.93315573,206031116,0.08024661885774331,2138.7828900701643,26652.623132467153,0,206031116,0.1208,4290.4160629722
20603111608,0.22576308869031247,9.57831204,206031116,0.1439393972456756,4824.006338454439,33514.14852891756,0,206031116,0.16,7566.257686714321
20603111609,0.21747097919540107,9.94287244,206031116,0.2514892169844507,6309.453168604476,25088.364599721914,0,206031116,0.0935,5455.991215912761
20603111610,0.1753328611110588,9.55076855,206031116,0.14143161176488464,8021.437483783437,56716.01549106464,0,206031116,0.2125,9944.181266867496
20603111611,0.1747951758208068,9.35235213,206031116,0.16481292967956754,3786.1214702443503,22972.2357196453,0,206031116,0.0942,4015.435981612419
20603111612,0.18974888681542462,9.15482945,206031116,0.258259840755185,7236.565095702067,28020.481521793787,0,206031116,0.1154,5316.855176792546
20603111613,0.15238804899391178,10.3488492,206031116,0.08793498063166529,3649.647640985093,41503.934097312565,0,206031116,0.2743,6324.703542661353
20603111614,0.13665630028327463,9.55042278,206031116,0.01707448529206431,480.29517921771185,28129.408939837154,0,206031116,0.1136,3844.060954873416
20603111615,0.18985348128064905,10.00176714,206031116,0.22689953872836066,5157.444891577175,22730.080988624482,0,206031116,0.1031,4315.385005481455
20603111616,0.18252034584485344,9.68108738,206031116,0.10072218782902963,5645.872679277601,56053.91226073404,0,206031116,0.1467,10230.979451786246
20603111617,0.21030427569607466,9.59963602,206031116,0.21184847477986976,8722.608951709752,41173.810483050926,0,206031116,0.1554,8659.02839128547
