sa1,total_uhi_cov,uhi,sa2,ttl_cov,ttl_cov_a,ttl_area,CHG_FLAG21,SA2_CODE21,AREASQKM21,ttl_uhi_cov_a
20801117306,0.28116911166850006,8.29233884,208011173,0.5817788451796061,19587.77926123504,33668.77194578624,0,208011173,0.14,9466.618698966033
20801117307,0.283624105130236,6.97979309,208011173,0.5753380258544896,19793.062288617828,34402.49279407746,0,208011173,0.1356,9757.376232969611
20801117308,0.2889914259725141,6.5827748,208011173,0.4731835889120524,14344.4574831289,30314.78229435174,0,208011173,0.1066,8760.712163291031
20801117309,0.2994503173445223,6.95070296,208011173,0.6245644480146103,17185.125198266454,27515.37531938489,0,208011173,0.1141,8239.487871243442
20801117310,0.28236189028350606,8.16942264,208011173,0.6422714002338177,16667.465571987974,25950.81388634184,0,208011173,0.1158,7327.52086334294
20801117311,0.23421131590919425,7.06375583,208011173,0.4531087873272842,7770.059852390012,17148.331856953446,0,208011173,0.0968,4016.3333698646234
20801117312,0.255852058874055,7.46269375,208011173,0.34999732713696674,7841.123835935903,22403.382048878862,0,208011173,0.1164,5731.951422947702
20801117313,0.26231428033959536,5.65750313,208011173,0.5604554805750902,25697.97239590929,45851.942369339115,0,208011173,0.1384,12027.619264785792
20801117314,0.26249285880093304,5.7039754,208011173,0.32473997280337585,11094.205211171613,34163.34957288721,0,208011173,0.1822,8967.635295602799
20801117315,0.26815152937982173,6.34103178,208011173,0.438171409021612,11316.593250479566,25826.86368274977,0,208011173,0.1571,6925.512995613525
20801117316,0.29053131072977195,6.91713071,208011173,0.5288491962100689,15098.731295873527,28550.1640242184,0,208011173,0.1535,8294.716575506152
20801117317,0.26163868897717873,8.7602878,208011173,0.5033046711653469,10191.830442961002,20249.822874409118,0,208011173,0.1113,5298.137108880486
20801117318,0.23287274216805698,6.6325410400000004,208011173,0.3381662396683858,8228.353885944753,24332.274842141782,0,208011173,0.0983,5666.323565676383
20801117319,0.2110386259638298,5.3999902,208011173,0.25664380401377185,5430.724517511469,21160.551833232836,0,208011173,0.1034,4465.693783521858
20801117320,0.16906119685039592,7.00565931,208011173,0.27436813671227844,17182.074214895576,62624.16044656781,0,208011173,0.1886,10587.315516847979
20801117321,0.2768091496587121,7.07798076,208011173,0.411188860742621,7050.623844262296,17146.923269099825,0,208011173,0.0792,4746.425249382707
20801117324,0.29124440798471163,8.06587054,208011173,0.3980732038757897,11942.623444565563,30001.073491728937,0,208011173,0.1439,8737.644888004419
20801117327,0.219693511072066,5.99818297,208011173,0.19932247302458414,6517.97074269127,32700.631513273234,0,208011173,0.1636,7184.116551424843
20801117328,0.2542932432775093,6.42285145,208011173,0.33379359919564894,10389.592260763064,31125.798355028775,0,208011173,0.1614,7915.080213302031
20801117329,0.21818118909255318,6.33844572,208011173,0.2014201165884573,10037.74120366894,49834.84953579939,0,208011173,0.235,10873.026729969182
20801117330,0.2612098952419856,7.98978066,208011173,0.458753097442846,15220.199159076581,33177.32184025809,0,208011173,0.1672,8666.244762303457
20801117331,0.26344137143654744,6.34493498,208011173,0.33335635587552287,7916.310907381326,23747.29255300991,0,208011173,0.1286,6256.019318069841
20801117332,0.2677521344742874,6.71246374,208011173,0.416070167045293,14149.628442158206,34007.79378786341,0,208011173,0.1719,9105.65937546184
20801117333,0.20619806044301553,6.38734774,208011173,0.15948164813792318,4415.345952849059,27685.6052367265,0,208011173,0.1353,5708.718102003998
20801117334,0.1788545942206799,6.18808663,208011173,0.28748747173842726,6140.088731571785,21357.761068483684,0,208011173,0.1059,3819.9336893658838
20801117335,0.22695964259891588,6.29617381,208011173,0.15172972927988734,7274.510111256841,47943.8679933183,0,208011173,0.2306,10881.323144573123
20801117336,0.2299183195580122,5.91648498,208011173,0.16658899343107583,5672.713332694206,34052.14964001341,0,208011173,0.1972,7829.213022569854
20802117401,0.19465536406087247,8.1211426,208021174,0.2173763877160498,6196.1938285945835,28504.447487131984,0,208021174,0.149,5548.543602961698
20802117403,0.17873698316187794,8.39650875,208021174,0.23288576761461152,5875.866385402696,25230.68045586328,0,208021174,0.1065,4509.655707802358
20802117404,0.17871748091015624,8.40471356,208021174,0.21134808009228562,3496.8270761277827,16545.345832339168,0,208021174,0.0768,2956.9425279430084
20802117405,0.21132040252624534,8.90198303,208021174,0.2512991390929942,6497.979190411996,25857.54656329083,0,208021174,0.1345,5464.227148095751
20802117406,0.17174998933781457,8.67655733,208021174,0.3695567837886646,8223.761586840461,22253.039174470454,0,208021174,0.151,3821.9592409492707
20802117407,0.1895949672085162,8.96606142,208021174,0.20840711826051572,4032.7839609828998,19350.50968816616,0,208021174,0.1139,3668.759249795938
20802117408,0.1561540896008987,9.1022287,208021174,0.23557221256823135,5759.158870104049,24447.53057806409,0,208021174,0.1224,3817.5818804077303
20802117409,0.1739893886389491,9.3053625,208021174,0.2610170685201601,7644.984170336135,29289.211673701953,0,208021174,0.1199,5096.012032824175
20802117410,0.18125637671700337,9.18640721,208021174,0.22873896758216947,5762.128453474554,25190.84751663328,0,208021174,0.1188,4566.0017472954705
20802117411,0.17994919518699326,8.59285918,208021174,0.36234617643137357,8682.431219122329,23961.702327406056,0,208021174,0.1184,4311.889049127023
20802117413,0.22128008902390744,8.29026935,208021174,0.31978010869947715,5820.749151337624,18202.349029807374,0,208021174,0.0778,4027.817413760011
20802117415,0.1995945050204989,8.15503707,208021174,0.22055132424908871,3769.414578286697,17090.872571817134,0,208021174,0.0922,3411.244251340262
20802117416,0.21310462032761907,8.82652138,208021174,0.310097218437363,3759.5205548131635,12123.683578195509,0,208021174,0.063,2583.612985903544
20802117417,0.20512195518845208,8.91091898,208021174,0.3011755538635624,7233.356104929917,24017.075795623008,0,208021174,0.1221,4926.4295451074395
20802117418,0.1842993975203279,8.82026053,208021174,0.2687559039306522,5741.7321124919035,21364.11527529999,0,208021174,0.0915,3937.3935737926226
20802117419,0.18905621995050143,9.14226725,208021174,0.09931571236016176,2437.285569105629,24540.785251249836,0,208021174,0.1396,4639.58809421831
20802117420,0.22346749545120434,8.04144551,208021174,0.17108571857963456,4283.302279091078,25036.00133694004,0,208021174,0.1287,5594.732514878994
20802117422,0.19744140227846044,8.98798775,208021174,0.32343565226109605,9897.96498977469,30602.57866001883,0,208021174,0.1416,6042.216043971006
20802117423,0.17082702377028222,8.28838193,208021174,0.13061289439186233,4807.005894927024,36803.45587094285,0,208021174,0.1807,6287.024830894087
20802117424,0.21399374806093752,8.17391728,208021174,0.1409719577033334,4033.166094013693,28609.70479321311,0,208021174,0.1088,6122.297959616642
20802117425,0.14654762025302376,8.94643435,208021174,0.14110740211040956,3143.520795705055,22277.504572335656,0,208021174,0.0926,3264.715280251646
20802117426,0.1853368301437891,9.08929898,208021174,0.18161380748716313,4556.796451842869,25090.58377714455,0,208021174,0.1119,4650.20926371315
20802117427,0.22784168371655994,8.54837389,208021174,0.169626449889822,3459.033107152295,20392.062142425617,0,208021174,0.1093,4646.161772982973
20802117428,0.19715216414420406,8.26416761,208021174,0.2366615363906397,5636.1960084189,23815.428963985294,0,208021174,0.1294,4695.26336027226
20802117429,0.2007488890052057,9.14198657,208021174,0.25932708263182747,7014.6253366899045,27049.335786685755,0,208021174,0.1191,5430.124107505917
20802117430,0.19222125613019,8.66199397,208021174,0.22750343495732753,7042.208075696753,30954.293402284893,0,208021174,0.1421,5950.073160409655
20802117431,0.18278654852117932,8.70233815,208021174,0.2641125001838864,4419.32040789754,16732.7195979767,0,208021174,0.0831,3058.516062686856
20802117432,0.20142647225820257,8.81061264,208021174,0.16333140274743435,2397.1764021536637,14676.763695347123,0,208021174,0.0701,2956.2887353210317
20802117433,0.1483015486748718,8.93676137,208021174,0.09567437775076316,2405.0159696318296,25137.51357648778,0,208021174,0.117,3727.9321932287535
20802117434,0.1569097452582015,9.02497329,208021174,0.21787734726582114,5707.794407167804,26197.282456372173,0,208021174,0.1201,4110.6089166865095
20802117435,0.17672917237259572,8.13652316,208021174,0.20581120798987745,6932.997999598864,33686.20235657843,0,208021174,0.2142,5953.33466285389
20802117436,0.21590244969979736,8.50114768,208021174,0.2109614659203822,4746.178087366517,22497.84370173909,0,208021174,0.0987,4857.339568168626
20802117437,0.1486966391749333,9.9484103,208021174,0.11264540428771755,3234.4877063785425,28713.88963296765,0,208021174,0.1125,4269.658886062249
20802117438,0.22484072646180128,8.21054827,208021174,0.17764972464529333,3145.106444214884,17703.97590254982,0,208021174,0.1288,3980.574803191526
20802117439,0.1578508270417178,8.86913973,208021174,0.21079817663529257,8902.455345521044,42232.12689796371,0,208021174,0.1793,6666.376158574348
20802117440,0.15548149293154637,8.93524276,208021174,0.24818959928448286,13125.621132372895,52885.460028193556,0,208021174,0.194,8222.710279555155
20802117441,0.18551562778433497,8.43529062,208021174,0.19386694709739052,4070.6232341989908,20996.994563256223,0,208021174,0.1015,3895.2706279867466
20802117442,0.16339248827058253,8.74746832,208021174,0.1866014935396201,4995.454737132401,26770.711436303387,0,208021174,0.103,4374.133154351351
20802117443,0.21010773661618498,8.67912442,208021174,0.3306444581704717,6914.696565374688,20912.78530308725,0,208021174,0.0865,4393.9379863718805
20802117444,0.21009530539027635,8.9561082,208021174,0.2657332611661861,5060.597390721221,19043.899015548486,0,208021174,0.0977,4001.0337794932425
20802117445,0.24407225051962267,8.71535005,208021174,0.337813084055408,7002.0932549363715,20727.71477906371,0,208021174,0.106,5059.059994254923
20802117446,0.25852007284836603,6.97634387,208021174,0.2544014250872084,5118.726413479868,20120.667216094313,0,208021174,0.1377,5201.596354462432
20802117447,0.23073229320323527,8.50602011,208021174,0.38533100038055146,8411.755981457976,21829.948727588897,0,208021174,0.102,5036.874130425634
20802117449,0.18157683053979057,11.76534503,208021174,0.2837777272520993,1599.714119405542,5637.2081589913,0,208021174,0.0573,1023.586390602688
20802117450,0.15009634297065638,8.98341938,208021174,0.1841694070016591,6675.029369253601,36243.96406507118,0,208021174,0.1295,5440.086460927069
20802117451,0.18497948262774352,8.82986335,208021174,0.20478172588783455,3737.565029101097,18251.457804141566,0,208021174,0.0811,3376.145221812199
20802117452,0.20358359235604395,8.52323461,208021174,0.3100585511205657,5353.359549225475,17265.640731010935,0,208021174,0.0728,3515.001164348039
20802117601,0.20303480254637837,8.24374862,208021176,0.24905564789446719,6191.383862788005,24859.439708074766,0,208021176,0.0925,5047.331432542558
20802117602,0.18103166248963148,9.20233976,208021176,0.22403857720586084,8676.791833167892,38729.00792971518,0,208021176,0.1601,7011.17669209046
20802117603,0.17137248986002604,8.1195915,208021176,0.21067166331135007,3858.1333047172243,18313.489550871956,0,208021176,0.0768,3138.428302358497
20802117604,0.20704218303908414,8.49329219,208021176,0.3299732384417548,6293.843271643864,19073.79914009245,0,208021176,0.0939,3949.081012813747
20802117605,0.2590236758031025,8.04176557,208021176,0.4442073779232009,12687.836964441363,28562.86859475568,0,208021176,0.1386,7398.459214894613
20802117606,0.19117970365014791,9.15312389,208021176,0.5733795791141019,6669.1680743455445,11631.331699412316,0,208021176,0.0676,2223.674547350218
20802117607,0.19915602411503666,8.36751317,208021176,0.46450985720444427,7820.483749323238,16835.99094406562,0,208021176,0.0818,3352.9890184568712
20802117608,0.20862493019611053,8.34242988,208021176,0.44378504037059757,14487.738481138647,32645.846892540983,0,208021176,0.1954,6810.737529149274
20802117609,0.18149001193052042,8.22769776,208021176,0.36635557099314164,8832.061367840492,24107.894262117916,0,208021176,0.1422,4375.342017251505
20802117610,0.161960475667562,9.38986668,208021176,0.2323040372475028,4423.037471455717,19039.86484205308,0,208021176,0.0968,3083.705566465007
20802117611,0.16999428954919238,9.29289134,208021176,0.3987071460834938,3959.144283904776,9929.955664942325,0,208021176,0.0681,1688.0357585168488
20802117612,0.16851528575905883,9.40567915,208021176,0.3650506306256301,4659.600442487246,12764.258027719448,0,208021176,0.085,2150.9725890435034
20802117613,0.13917686147669617,8.76702629,208021176,0.2815151763366607,2670.3248057867495,9485.544760092576,0,208021176,0.0678,1320.1683491064057
20802117614,0.1744286175602958,9.46893884,208021176,0.268079235726336,3413.4934982537306,12733.151409527054,0,208021176,0.0879,2221.0259975497356
20802117617,0.22634205370863697,8.50484838,208021176,0.3662358223233343,4652.598685593644,12703.832891273152,0,208021176,0.0741,2875.4116265820967
20802117618,0.18224894341157027,8.26238708,208021176,0.33138987250812485,3481.710661544832,10506.388246549293,0,208021176,0.0484,1914.7781570053492
20802117619,0.20035475551211304,8.27503976,208021176,0.2515676454051011,3613.0794579226913,14362.258119896636,0,208021176,0.0743,2877.546714213751
20802117620,0.17233428732766323,8.96637542,208021176,0.2880485521228736,3099.644114885907,10760.83907397557,0,208021176,0.0582,1854.4615328612515
20802117621,0.18242635191295545,8.86677024,208021176,0.23633966432446762,3418.285638456847,14463.444586110301,0,208021176,0.0741,2638.5134319392882
20802117622,0.1897077042445104,8.21033868,208021176,0.295637856616168,6846.834311761378,23159.531699117775,0,208021176,0.1011,4393.541590017598
20802117623,0.21697884034972678,7.7598368,208021176,0.41244480024264796,5968.354854661424,14470.675472572679,0,208021176,0.0732,3139.8303831160542
20802117624,0.20168970703099492,8.57040827,208021176,0.2815558975524712,4449.091815632004,15801.80651269386,0,208021176,0.0784,3187.0617261056923
20802117625,0.18506364745216433,8.80396567,208021176,0.22207597198824824,6880.0482237086,30980.6061507306,0,208021176,0.1363,5733.383974533162
20802117626,0.1841609702613475,8.51481285,208021176,0.31777210613454965,3559.3084647630362,11200.820953290247,0,208021176,0.0564,2062.7540544815633
20802117629,0.08501468339599483,8.69026363,208021176,0.09935154707636697,4677.513343585658,47080.427846687366,0,208021176,0.1548,4002.5276675341047
20802117630,0.2619809021307079,7.2117775,208021176,0.5197299069267725,13132.851471564627,25268.60836087115,0,208021176,0.1003,6619.892813968572
20802117631,0.1861289078825488,8.13144461,208021176,0.4590951192068512,9506.206367001687,20706.398237090696,0,208021176,0.0871,3854.059290050825
20802117632,0.17210132858118973,8.44499221,208021176,0.2885849451324775,4675.404730023192,16201.138724949444,0,208021176,0.0622,2788.2374990919616
20802117634,0.10022881262442923,8.31417025,208021176,0.17335995047821834,4139.960045406361,23880.717743551286,0,208021176,0.0876,2393.535984055284
20802117635,0.17350876128216558,8.59535154,208021176,0.2868128441208442,5501.71427612341,19182.24510826073,0,208021176,0.1413,3328.2875873451994
20802117636,0.17132591837132866,9.40077225,208021176,0.33753785058799396,6248.4369757479835,18511.81123794902,0,208021176,0.0858,3171.553061058298
20802117637,0.1828182958833608,8.14990399,208021176,0.4042397445008468,5699.445636775929,14099.171875871769,0,208021176,0.0607,2577.586575713484
20802117638,0.23611129911696285,8.21185915,208021176,0.32104257483584936,5637.586982604599,17560.24722106445,0,208021176,0.0619,4146.172784180563
20802117639,0.18706881004337347,8.79208074,208021176,0.312921399597627,5223.179128376015,16691.664856070216,0,208021176,0.0752,3122.489882267852
20802117701,0.1498049927208376,8.00939009,208021177,0.1732262016547903,13856.600457496072,79991.36576988432,0,208021177,0.2913,11983.105966887379
20802117702,0.23315095363988816,7.94532248,208021177,0.29414434780266613,7348.463352331292,24982.507422720177,0,208021177,0.1073,5824.695429922794
20802117703,0.10905363770089523,8.58454001,208021177,0.3046586300351998,22732.57723456865,74616.55437740978,0,208021177,0.8601,8137.206687563194
20802117704,0.23573882544304164,8.54079184,208021177,0.29854166178886654,4570.576018961956,15309.675680020635,0,208021177,0.0697,3609.0849627219645
20802117705,0.20920578544517485,8.2050758,208021177,0.27530683336154893,3550.796615631609,12897.597100208903,0,208021177,0.0715,2698.251931704613
20802117706,0.24579688232035007,8.4073007,208021177,0.28603049386858964,2405.7072938673227,8410.66720310098,0,208021177,0.0457,2067.3157767562398
20802117707,0.2500490721705329,8.31427647,208021177,0.19722760276643225,5483.485142431391,27802.828131137583,0,208021177,0.1276,6952.071377907744
20802117708,0.21324294287992462,8.33895532,208021177,0.2632039554710631,5499.939482182099,20896.112569200224,0,208021177,0.1061,4455.948539006438
20802117709,0.20713766690315397,8.0808169,208021177,0.3903484862391746,4869.274283397985,12474.172323072566,0,208021177,0.053900000000000003,2583.8709515491473
20802117710,0.19533377199189814,8.55097995,208021177,0.2740143295541967,5116.809388977258,18673.51024051177,0,208021177,0.0864,3647.5671916085007
20802117711,0.20399865813117177,8.55313106,208021177,0.3474901911815325,7745.532353792075,22289.9309113037,0,208021177,0.0879,4547.115995742482
20802117712,0.2297290258582656,8.49082118,208021177,0.33321353500953516,5920.1790142799,17766.92238540217,0,208021177,0.0738,4081.577772097853
20802117713,0.2484954054860019,8.28331824,208021177,0.337631549223341,8767.09690328253,25966.462326905224,0,208021177,0.1043,6452.5465849613065
20802117714,0.21565927448673328,6.92367149,208021177,0.45685077936879037,7888.9598420528455,17268.132612037254,0,208021177,0.0701,3724.0329508526524
20802117715,0.30469205080079365,6.94109425,208021177,0.40637742178440245,7143.027840094085,17577.324568695436,0,208021177,0.0504,5355.671070426988
20802117716,0.2624598958842433,7.7032941,208021177,0.359793500016892,5126.885366030843,14249.521922408661,0,208021177,0.0641,3739.9280401556193
20802117717,0.2433308974157696,7.67262858,208021177,0.24966464328184135,6935.57276280967,27779.555293218844,0,208021177,0.1059,6759.624119309934
20802117718,0.290555198765796,7.56425844,208021177,0.34363408549879365,10242.880638823346,29807.522219326827,0,208021177,0.0804,8660.730543152387
20802117719,0.22589304711408162,7.77484251,208021177,0.3184183818223454,3402.7053336888057,10686.271672554605,0,208021177,0.049,2413.9544704022533
20802117720,0.23299854380963597,8.09987413,208021177,0.34253680260543007,3114.977931114816,9093.848916149822,0,208021177,0.0467,2118.853555087745
20802117721,0.25001467646133335,8.06566622,208021177,0.3344968762757391,3590.5456218690633,10734.16786980466,0,208021177,0.045,2683.699507050852
20802117722,0.25261980120752003,8.54100479,208021177,0.47890553549076675,6321.100962967135,13199.055960982947,0,208021177,0.0625,3334.3428929904444
20802117723,0.2096702335343844,8.87722465,208021177,0.4324212659991912,6516.170504111496,15069.033409017595,0,208021177,0.0666,3159.5277540061597
20802117724,0.2022026294020325,8.56922514,208021177,0.23930792066348214,2656.926186648344,11102.541776644943,0,208021177,0.0492,2244.963140283521
20802117725,0.18198496255042554,8.33471649,208021177,0.14800958268941047,3178.072002378707,21472.06920411165,0,208021177,0.094,3907.593709990404
20802117726,0.17516155013117818,8.30375929,208021177,0.38579284221366444,5873.650322165605,15224.881541251067,0,208021177,0.0696,2666.813851329098
20802117727,0.23798481496041946,7.92930167,208021177,0.2795179712546744,13874.896626553025,49638.65673563912,0,208021177,0.3719,11813.246538114854
20802117728,0.26745829534780813,8.42113193,208021177,0.27700928300948935,9880.444445172732,35668.27919205243,0,208021177,0.1209,9539.777150696038
20802117729,0.199214519533116,8.36021592,208021177,0.2512255872014916,3755.6184466334744,14949.18765428674,0,208021177,0.0767,2978.0952359591224
20802117730,0.22343984717718832,8.26197211,208021177,0.4321315565320867,9069.059262087263,20986.801646396,0,208021177,0.1131,4689.287752608687
20802117731,0.2028286419986726,7.93656501,208021177,0.3852316629180049,8307.016264943253,21563.69027929921,0,208021177,0.0904,4373.734015830236
20802117732,0.19637901165579122,8.24981547,208021177,0.3660652708965823,4112.44978595256,11234.198141441215,0,208021177,0.0613,2206.160727761552
20802117733,0.18574345880685098,8.25290745,208021177,0.3555013209475297,5256.240348742914,14785.431274160328,0,208021177,0.0832,2746.297144813525
20802117734,0.26574795536841356,7.88796608,208021177,0.35505782597459723,4828.259946963219,13598.517181560896,0,208021177,0.0706,3613.77813704205
20802117735,0.2560917959273429,8.30086745,208021177,0.3657463622598847,7565.436488962632,20684.926139024552,0,208021177,0.0907,5297.239883567236
20802117736,0.2125011838851708,7.94904626,208021177,0.3285433673565338,9055.06327914562,27561.242072858848,0,208021177,0.1288,5856.796569828284
20802117737,0.2354444545213115,8.02431443,208021177,0.31076666576839684,5863.593595924349,18868.154927189884,0,208021177,0.0976,4442.402444655818
20802117738,0.17268233156851312,8.16998193,208021177,0.19868941445279492,4201.693254714067,21147.041307086416,0,208021177,0.1029,3651.7203986833397
20802117739,0.23084740727701397,7.89244651,208021177,0.2967995438312604,5879.460519265065,19809.53354364897,0,208021177,0.0931,4572.979457918404
20802117740,0.24808246983579524,7.76281026,208021177,0.3007285658039084,14832.038010574137,49320.3496346451,0,208021177,0.2735,12235.514150527717
20802117741,0.19069573659250694,7.97231095,208021177,0.25393130906780115,7212.168800465738,28402.046313005252,0,208021177,0.1081,5416.149142393032
20802117742,0.25140405388186005,8.59700863,208021177,0.413053949833644,16857.67097420013,40812.273992270246,0,208021177,0.2172,10260.371129793944
20802117743,0.23971248637268747,8.22898969,208021177,0.33564145366386233,11949.816511351728,35602.9220494296,0,208021177,0.1827,8534.464966601749
20802117744,0.16912874478394757,8.08197565,208021177,0.31046367103522426,6143.533462814708,19788.252333451543,0,208021177,0.1221,3346.762278624681
20802117745,0.1800521285126214,8.43938785,208021177,0.2777685140546999,6697.756717382402,24112.728327673016,0,208021177,0.1133,4341.548059644108
20802117746,0.21076511247425614,9.06408085,208021177,0.44854675692091023,6654.242093339442,14835.113598899006,0,208021177,0.0773,3126.7243862403157
20802117747,0.28082272556152815,7.20114568,208021177,0.48443421934735925,7361.589796050768,15196.262984824789,0,208021177,0.0746,4267.45598974826
20802117748,0.1680497425751174,8.39514763,208021177,0.39375244903572354,4796.20292978167,12180.757075993526,0,208021177,0.0639,2046.9730909907519
20802117749,0.22357795407132147,8.37895765,208021177,0.2662417907957505,6067.197962294475,22788.300605102875,0,208021177,0.1067,5094.9616260511575
20802117750,0.3011753105767263,7.51882501,208021177,0.4681893733532642,7331.475181472525,15659.208855944466,0,208021177,0.0782,4716.167090574898
20802117751,0.166258084203034,8.20772378,208021177,0.23777222832973757,4197.22878193084,17652.30873014409,0,208021177,0.0824,2934.8390312342485
20802117752,0.24102124067953512,8.3242654,208021177,0.38803427405531477,14506.879027710063,37385.56101269057,0,208021177,0.1979,9010.714298779138
20802117753,0.27889170454740364,8.20858758,208021177,0.4504695056784905,10711.180115756075,23777.813993475662,0,208021177,0.1194,6631.435075051534
20802117754,0.24464921182529548,8.82362986,208021177,0.581695657874426,4391.810833744453,7550.014813231661,0,208021177,0.0423,1847.1051733264312
20802117801,0.17293263920842056,8.47092102,208021178,0.25843443957202467,8371.6139682444,32393.56945656333,0,208021178,0.2102,5601.905459504778
20802117802,0.12775458397104997,8.66985175,208021178,0.27571185615281274,8884.250099173865,32222.952698304667,0,208021178,0.1962,4116.629916290734
20802117803,0.194803768782563,8.40783684,208021178,0.3492991204134803,8354.887259378393,23919.004575472034,0,208021178,0.0952,4659.5122368293205
20802117804,0.18995162411802377,8.52073906,208021178,0.3367574707788319,9346.653351047196,27754.85078157534,0,208021178,0.1093,5272.078983113637
20802117805,0.1835357754207328,8.68403188,208021178,0.32198280492171993,8074.359023350055,25076.988273684627,0,208021178,0.1119,4602.524488027331
20802117806,0.18601933348281252,9.19512919,208021178,0.23469934943266466,4895.853625112235,20860.107354140142,0,208021178,0.0896,3880.383266397065
20802117807,0.1727326814103649,8.94692892,208021178,0.3438712978890119,4928.088514514214,14331.200494973578,0,208021178,0.0685,2475.466689326335
20802117808,0.21890572842518988,8.71827579,208021178,0.38260902219408705,6601.207447204496,17253.141103023663,0,208021178,0.079,3776.811420779979
20802117809,0.20234635624837907,8.89621767,208021178,0.5673655577942953,9859.985604386828,17378.54099342716,0,208021178,0.0802,3516.4844469330715
20802117810,0.19111125596373738,9.54940438,208021178,0.38074146411852106,7773.041746385978,20415.537783314052,0,208021178,0.099,3901.6390669442835
20802117811,0.19921674509212917,8.39131627,208021178,0.3691465366915917,8501.404923754148,23029.892139708078,0,208021178,0.0991,4587.940151895453
20802117812,0.20467693742828402,8.7857987,208021178,0.4098540324738868,7613.8200551839145,18576.906537253642,0,208021178,0.0845,3802.264336936544
20802117813,0.2671502997540541,7.72246303,208021178,0.4963770454924089,10125.949202998427,20399.712869384253,0,208021178,0.0888,5449.789407952638
20802117814,0.20091229503485028,8.84117912,208021178,0.35818454138622935,5625.80449397401,15706.44135618271,0,208021178,0.0835,3155.6171797009547
20802117815,0.20138891305356302,8.67223206,208021178,0.4150697629150044,10341.674922216169,24915.510225527745,0,208021178,0.1277,5017.707522493967
20802117816,0.21928286567223879,8.81521319,208021178,0.39834442450432916,6296.382105134924,15806.37688846702,0,208021178,0.067,3466.0676199984932
20802117817,0.21240655411755321,8.47486594,208021178,0.3929982611210591,9214.70926878492,23447.201121193822,0,208021178,0.1128,4980.33919385401
20802117818,0.18077392853131913,8.80973087,208021178,0.19963799834838153,5274.504702348651,26420.344553566858,0,208021178,0.1175,4776.109478099322
20802117819,0.2095904785782471,8.60853101,208021178,0.3834200006758164,9397.673010952545,24510.127260936308,0,208021178,0.0947,5137.0893026333815
20802117820,0.2150436014123967,8.33777197,208021178,0.27281199648821824,5911.400637396262,21668.404298531474,0,208021178,0.0968,4659.651697216065
20802117821,0.22298388179145728,8.31928869,208021178,0.2701796489977892,5820.166943517126,21541.840642352567,0,208021178,0.0995,4803.483247364755
20802117822,0.14280355530372094,9.17337793,208021178,0.2808097304720012,4793.48062095877,17070.208403753,0,208021178,0.086,2437.6864498313835
20802117823,0.15517034403918917,9.04393335,208021178,0.261589838719212,4599.828279117675,17584.124450854863,0,208021178,0.0814,2728.5346406670674
20802117824,0.16299419471757076,9.23140915,208021178,0.18818399698704374,3011.894421024619,16005.05074420321,0,208021178,0.0848,2608.7303574652587
20802117825,0.19639357463189366,8.5922017,208021178,0.30905754908441413,5044.099114259402,16320.905699286726,0,208021178,0.0903,3205.3210115129664
20802117826,0.1793429449864148,9.22554747,208021178,0.33284835742935387,7838.886662536288,23550.924880859806,0,208021178,0.1244,4223.692225287227
20802117827,0.20597610550025428,9.46248122,208021178,0.2504786470220765,8407.887981640753,33567.284403686936,0,208021178,0.1573,6914.05851369086
20802117828,0.1782674134786755,8.21691367,208021178,0.4042564778057,11613.755094339504,28728.680261053196,0,208021178,0.151,5121.387522793833
20802117829,0.19692831832549557,8.088909,208021178,0.3002001702122373,11140.497490845684,37110.23042714968,0,208021178,0.1463,7308.0552706902245
20802117830,0.1599181012873303,9.22881514,208021178,0.26593491689736937,6766.591956389451,25444.54122585505,0,208021178,0.0884,4069.042720965939
20802117831,0.2237279319690411,8.45004035,208021178,0.3273526666476183,10371.42163360306,31682.71619661944,0,208021178,0.146,7088.30857383171
20802117832,0.2260225726959096,8.77683364,208021178,0.3777657084395668,7512.038758822758,19885.44378433041,0,208021178,0.0929,4494.559163334245
20802117833,0.21756789103985294,8.3552467,208021178,0.3390469045426418,12794.294231119971,37736.05970058587,0,208021178,0.136,8210.154925210452
20802117834,0.24236961259618317,8.39279432,208021178,0.4254590950065228,12125.561301833495,28499.946162033735,0,208021178,0.131,6907.520910304193
20802117835,0.24564131831659164,8.32873834,208021178,0.40054460734463543,10905.59075950554,27226.906965001734,0,208021178,0.1332,6688.053320566217
20802117836,0.20553634327460546,9.35503749,208021178,0.2994155434353358,11476.478586885138,38329.60191448341,0,208021178,0.1394,7878.126216674237
20802117837,0.16166412834615385,8.76452408,208021178,0.3113249237460292,8435.092286807208,27094.176030982784,0,208021178,0.0936,4380.156351306086
20802117838,0.1979292983661836,8.35702331,208021178,0.4278713864018914,11578.950756439524,27061.755294764298,0,208021178,0.1035,5356.314238050051
20802117839,0.1964597012770035,8.3727836,208021178,0.2949626576953329,8838.891921169889,29966.13873170205,0,208021178,0.1148,5887.138663655429
20802117840,0.19795572857094917,9.02898117,208021178,0.286300702695573,6446.970626046574,22518.179541115955,0,208021178,0.1043,4457.602637153051
20802117841,0.17238347450824743,9.18882423,208021178,0.2711235938909794,3180.5674870271523,11731.061252847216,0,208021178,0.0582,2022.2410984348771
20802117842,0.22693165823151257,8.39564945,208021178,0.4684610243191998,12000.865109118233,25617.638365024555,0,208021178,0.0952,5813.4531541502365
